x1	w1	x2	w2	x3	w3	x4	w4	x5	w5	x6	w6
86.6630319	1.608408589	85.81084892	1.675783196	84.95848443	1.740779206	84.10594274	1.803411914	83.2532275	1.863696696	82.40034213	1.921649089
87.18756015	1.62653069	86.3305225	1.695377388	85.47329892	1.761798411	84.61589394	1.825809394	83.75831147	1.887426047	82.90055515	1.946664244
87.71229015	1.644707078	86.85039885	1.715047359	85.98831705	1.782914262	85.12604959	1.848323768	84.2636006	1.911291925	83.40097394	1.971834951
88.23722185	1.662936607	87.3704779	1.734792125	86.50353878	1.804125933	85.63640961	1.870954362	84.76909477	1.935293806	83.90159837	1.997160831
88.7623552	1.681218122	87.89075959	1.754610692	87.01896403	1.825432588	86.14697393	1.893700495	85.27479392	1.95943116	84.40242835	2.022641496
89.28769016	1.699550464	88.41124388	1.774502064	87.53459275	1.846833388	86.65774246	1.916561481	85.78069793	1.983703447	84.90346375	2.048276556
89.81322668	1.717932464	88.9319307	1.794465233	88.05042486	1.868327483	87.16871514	1.939536625	86.28680673	2.008110124	85.40470449	2.074065612
90.33896471	1.736362947	89.45282002	1.814499187	88.5664603	1.889914019	87.67989188	1.962625227	86.79312022	2.032650639	85.90615044	2.100008257
90.86490421	1.754840731	89.97391177	1.834602906	89.08269902	1.911592135	88.19127262	1.985826579	87.29963832	2.057324436	86.40780151	2.126104081
91.39104514	1.773364627	90.4952059	1.854775365	89.59914095	1.933360964	88.70285727	2.009139967	87.80636093	2.082130951	86.90965759	2.152352666
91.91738744	1.791933439	91.01670236	1.875015529	90.11578603	1.955219629	89.21464577	2.032564671	88.31328797	2.107069613	87.41171858	2.178753587
92.44393109	1.810545965	91.5384011	1.895322359	90.6326342	1.977167251	89.72663805	2.056099964	88.82041935	2.132139845	87.91398437	2.205306413
92.97067602	1.829200994	92.06030207	1.915694808	91.1496854	1.999202939	90.23883402	2.079745111	89.32775498	2.157341063	88.41645485	2.232010708
93.49762221	1.847897309	92.58240523	1.93613182	91.66693957	2.021325799	90.75123363	2.103499373	89.83529479	2.182672679	88.91912994	2.258866028
94.0247696	1.866633686	93.10471051	1.956632337	92.18439666	2.043534929	91.2638368	2.127362001	90.34303869	2.208134094	89.42200952	2.285871922
94.55211816	1.885408894	93.62721789	1.977195289	92.70205661	2.06582942	91.77664347	2.151332243	90.85098659	2.233724707	89.9250935	2.313027934
95.07966784	1.904221694	94.1499273	1.997819601	93.21991936	2.088208356	92.28965356	2.175409337	91.35913841	2.259443906	90.42838178	2.340333602
95.60741861	1.923070841	94.6728387	2.018504193	93.73798485	2.110670816	92.80286701	2.199592516	91.86749407	2.285291077	90.93187425	2.367788455
96.13537043	1.941955083	95.19595205	2.039247974	94.25625304	2.133215869	93.31628376	2.223881006	92.37605348	2.311265596	91.43557083	2.395392019
96.66352325	1.960873161	95.7192673	2.060049851	94.77472386	2.15584258	93.82990373	2.248274027	92.88481658	2.337366833	91.93947141	2.42314381
97.19187703	1.979823807	96.24278441	2.080908719	95.29339727	2.178550006	94.34372686	2.272770791	93.39378328	2.363594153	92.4435759	2.451043341
